;start;stop;channel;desc;title;icon;url;country;episode-num;star-rating;sub-title;category
157;20220401023000 +0200;20220401042000 +0200;LA 1;"|2021| ★★★☆☆ |España| Información, Informativo.
Informativo diario nocturno presentado por Xabier Fortes que ofrece un análisis profundo y plural de la actualidad de la jornada.
Dir: Xabier Fortes.
Pres: Xabier Fortes.
";La noche en 24 horas;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1937854;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1937854;España;;★★★☆☆;;News / Current affairs
158;20220401042000 +0200;20220401060000 +0200;LA 1;"|2021| ★★★☆☆ |España| Información, Informativo.
Noticias de los servicios informativos del Canal 24 Horas. Producido por Televisión Española, este canal está dedicado íntegramente a ofrecer información de actualidad y es el más antiguo de los canales de este tipo en España.
";Noticias 24H;https://www.movistarplus.es/recorte/n/caratula4/MTVEP518403;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET518403;España;;★★★☆☆;;News / Current affairs
159;20220401060000 +0200;20220401083000 +0200;LA 1;"|2019| ★★★☆☆ |España| Información, Informativo.
Sirun Demirjian conduce este rápido y exhaustivo repaso de todas las noticias de interés general. Además, se ofrece la actualidad meteorológica de España y de Europa y el estado de la mar. Rubén Briones presenta la información deportiva.
Pres: Sirun Demirjian, Rubén Briones.
";Telediario Matinal;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1709045;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1709045;España;;★★★☆☆;;News / Current affairs
160;20220401083000 +0200;20220401100000 +0200;LA 1;"|2021| +7 ★★★☆☆ |España| Entretenimiento, Magacín.
Magazine matinal de la 1 presentado por Marc Sala y Silvia Intxaurrondo en el que se reúne información de actualidad con reportajes y entrevistas dedicados a analizar en profundidad el mundo de la política.
Dir: Lluís Guilera.
";La hora de La 1 - La hora política;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1937855;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1937855;España;;★★★☆☆;;Magazines / Reports / Documentary
161;20220401100000 +0200;20220401130000 +0200;LA 1;"|2021| +16 ★★★☆☆ |España| Entretenimiento, Magacín.
Magazine matinal de la 1 presentado por Marc Sala y Silvia Intxaurrondo en el que se reúne información de actualidad social. El programa cuenta con voces autorizadas que tratan temas que fomenten el pensamiento crítico y el servicio público.
Dir: Lluís Guilera.
";La hora de La 1 - La hora de la actualidad;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1937475;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1937475;España;;★★★☆☆;;Magazines / Reports / Documentary
162;20220401130000 +0200;20220401140000 +0200;LA 1;"|2022| +TP ★★★★☆ |España| Ocio y Aficiones, Cocina.
Sergio y Javier Torres abren las puertas de su cocina genuina a través de los productos y sabores de la tierra. El programa contará con reportajes por toda España sobre producto, territorio, mercados y otras culturas culinarias.
Pres: Sergio Torres, Javier Torres.
";Menudos Torres;https://www.movistarplus.es/recorte/n/caratula4/MTVEP2045646;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET2045646;España;;★★★★☆;;Cocina
163;20220401140000 +0200;20220401142500 +0200;LA 1;"|2021| ★★★☆☆ |España| Entretenimiento.
Redifusión de los mejores momentos de La1.
";Redifusión La1;https://www.movistarplus.es/recorte/n/caratula4/M919674V1599786;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1599786;España;;★★★☆☆;;Variety show
164;20220401142500 +0200;20220401150000 +0200;LA 1;"|2022| +7 ★★★★☆ |España| Entretenimiento, Corazón, Sociedad.
Crónica social y cultural sobre artistas del mundo de la música, la moda, el cine y el teatro. El espacio incluye reportajes de las grandes pasarelas, cantantes y actores. El objetivo del programa es transmitir también la cara humana y familiar del personaje.
Dir: Rufino Sanchez.
";Corazón;https://www.movistarplus.es/recorte/n/caratula4/MTVEP2027001;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET2027001;España;;★★★★☆;;Sociedad
165;20220401150000 +0200;20220401155500 +0200;LA 1;"|2014| ★★★☆☆ |España| Información, Informativo.
El noticiario audiovisual más veterano de la historia de la televisión en España. Ana Blanco conduce este espacio que ofrece un repaso diario a la actualidad general de España y el mundo, además de una sección dedicada al deporte presentada por Lourdes García Campos.
";Telediario 1;https://www.movistarplus.es/recorte/n/caratula4/MTVEP518438;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET518438;España;;★★★☆☆;;News / Current affairs
166;20220401155500 +0200;20220401161500 +0200;LA 1;"|2021| ★★★☆☆ |España| Entretenimiento.
Redifusión de los mejores momentos de La1.
";Redifusión La1;https://www.movistarplus.es/recorte/n/caratula4/M919674V1599786;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1599786;España;;★★★☆☆;;Variety show
167;20220401161500 +0200;20220401163000 +0200;LA 1;"|2014| ★★★☆☆ |España| Información, Meteorología.
La mejor manera de enterarse de la previsión meteorológica para los próximos días. La información del tiempo de TVE es un clásico de la historia audiovisual española. Avalada por el Instituto Nacional de Meteorología, goza de un alto nivel de acierto.
";El tiempo;https://www.movistarplus.es/recorte/n/caratula4/MTVEP332735;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET332735;España;;★★★☆☆;;Meteorología
168;20220401163000 +0200;20220401172500 +0200;LA 1;"S2 E4 |2011| +7 ★★★☆☆ |R.U| Series, Drama.
La mansión se ha convertido en hospital para altos mandos convalecientes. Isobel y Cora pugnan por llevar el mando, hasta que la primera cede y decide marcharse a Francia para colaborar con la Cruz Roja. Además, Branson confiesa sus sentimientos a Sybil con la esperanza de que sean recíprocos.
Dir: Brian Percival.
Act: Laura Carmichael, Hugh Bonneville, Michelle Dockery, Jim Carter, Maggie Smith, Jessica Brown Findlay, Dan Stevens.";Downton Abbey;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1013358;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1013358;R.U;S2 E4;★★★☆☆;;Movie / Drama
169;20220401172500 +0200;20220401182500 +0200;LA 1;"S6 E184 |2022| +7 |España| Series, Policiaca.
La comisaría de Distrito Sur vivirá un importante cambio cuando el comisario Bremón sea ascendido al puesto de Jefe Superior de la Policía de Madrid. A pesar de su ascenso, Bremón seguirá en contacto constante con la comisaría desde su nuevo cargo en jefatura. Con una marcada presencia femenina en los personajes principales, esta serie policiaca aborda el día a día de una comisaría de barrio. Los casos que se investigan, pequeños o grandes en la escala criminal, no dejan de ser cruciales para las vidas de los afectados, lo que permitirá poner el foco en conflictos de carácter social. La ficción busca además exhibir el lado más humano de los policías, sus emociones y sentimientos ante los casos que se encuentran y mostrar cómo afecta cada caso a la vida del barrio. Se incorporan nuevos personajes, interpretados por Pablo Puyol, Malva Vela, Verónika Moral, Natalia Rodríguez, Emmanuel Esparza e Ignacio Montes. A ellos se irán uniendo otros conocidos rostros.
Act: Juan José Ballesta, Pablo Puyol, Luisa Martín, Nicolás Coronado, Elisa Mouliaá, Andrea del Río.";Servir y proteger;https://www.movistarplus.es/recorte/n/caratula4/MTVEP2057906;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET2057906;España;S6 E184;;;Policiaca
170;20220401182500 +0200;20220401192000 +0200;LA 1;"|2021| +TP ★★★☆☆ |España| Entretenimiento, Concurso.
Concurso de preguntas y respuestas en el que concursantes anónimos luchan frente a un concursante profesional de la televisión para obtener un gran premio final. En el programa, los cuatro concursantes unirán sus conocimientos para ganar al 'cazador'.
Pres: Ion Aramendi.
";El cazador;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1938513;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1938513;España;;★★★☆☆;;Variety show
171;20220401192000 +0200;20220401203000 +0200;LA 1;"|2022| +TP ★★★★☆ |España| Información, Reportajes de actualidad.
Magacín informativo muy en contacto con los temas sociales que incluye conexiones con todos los rincones de la geografía nacional. El programa pretende acercarse al espectador gracias a la abundancia de intervenciones en directo y a la espontaneidad de sus reporteros.
Dir: Enrique Álvarez.
Pres: Ana Ibáñez, Àngel Pons.
";España directo;https://www.movistarplus.es/recorte/n/caratula4/MTVEP2027000;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET2027000;España;;★★★★☆;;Reportajes de actualidad
172;20220401203000 +0200;20220401210000 +0200;LA 1;"|2017| +TP ★★★☆☆ |España| Ocio y Aficiones, Naturaleza.
Jacob Petrus ofrece una original mirada sobre el territorio y sus habitantes a través de la meteorología. La divulgación y la información sobre el terreno conviven con el descubrimiento de la naturaleza y el medio ambiente.
Pres: Jacob Petrus.
";Aquí la Tierra;https://www.movistarplus.es/recorte/n/caratula4/MTVEP1152748;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET1152748;España;;★★★☆☆;;Naturaleza
173;20220401210000 +0200;20220401214000 +0200;LA 1;"|2021| ★★★☆☆ |España| Información, Informativo.
Cientos de profesionales de TVE salen cada día a la calle en busca de noticias. El resultado, un completo repaso a la actualidad nacional e internacional conducido por Carlos Franganillo. También hay espacio para la parcela deportiva presentada por Arsenio Cañada.
Pres: Arsenio Cañada, Carlos Franganillo.
";Telediario 2;https://www.movistarplus.es/recorte/n/caratula4/MTVEP518466;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET518466;España;;★★★☆☆;;News / Current affairs
174;20220401214000 +0200;20220401215500 +0200;LA 1;"|2014| ★★★☆☆ |España| Información, Meteorología.
La mejor manera de enterarse de la previsión meteorológica para los próximos días. La información del tiempo de TVE es un clásico de la historia audiovisual española. Avalada por el Instituto Nacional de Meteorología, goza de un alto nivel de acierto.
";El tiempo;https://www.movistarplus.es/recorte/n/caratula4/MTVEP332735;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET332735;España;;★★★☆☆;;Meteorología
175;20220401215500 +0200;20220401221000 +0200;LA 1;"|2022| +TP |España| Ocio y Aficiones, Juegos.
Emisión en directo de los sorteos de la Lotería Primitiva y la Lotería Nacional. La Primitiva es el juego más popular de las Loterías y Apuestas del Estado, mientras que la Nacional se basa en el sistema de décimos de cinco números.
";La suerte en tus manos;https://www.movistarplus.es/recorte/n/caratula4/MTVEP2027309;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET2027309;España;;;;Juegos
176;20220401221000 +0200;20220402000500 +0200;LA 1;"|2022| +16 ★★★★★ |España| Información, Informativo.
Un análisis en profundidad de los temas que marcan la actualidad, a través de expertos, para que la audiencia tenga todos los elementos necesarios para formarse una opinión.
Dir: Javier Ruiz.
";Las Claves del Siglo XXI;https://www.movistarplus.es/recorte/n/caratula4/MTVEP2031944;https://www.movistarplus.es/recorte/n/detallegaleriah/MTVET2031944;España;;★★★★★;;News / Current affairs
177;20220329053500 +0200;20220329063000 +0200;LA 2;"S30 E654 |2022| +TP |España| Cultural/Educativo.
Programa diario matinal destinado a la formación educativa y la divulgación mediante entrevistas y series documentales. Coproducido por RTVE y el Ministerio de Educación, se trata de uno de los espacios más veteranos de la cadena, con más de 21 años en antena.
Dir: Salvador Valdés.
";La aventura del saber;https://www.movistarplus.es/recorte/n/caratula4/MLA2P2057581;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T2057581;España;S30 E654;;;Variety show
178;20220329063000 +0200;20220329064500 +0200;LA 2;"|2021| +TP |España| Cultural/Educativo.
Programa divulgativo que ofrece un curso de inglés a distancia, creado por el Ministerio de Educación en colaboración con la BBC británica y Televisión Española. El curso permite obtener el Certificado del Ciclo Elemental de la Escuela Oficial de Idiomas.
Dir: Andrew Morgan.
";That's English;https://www.movistarplus.es/recorte/n/caratula4/MLA2P1956842;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T1956842;España;;;;Variety show
179;20220329064500 +0200;20220329070000 +0200;LA 2;"|2021| +TP |España| Cultural/Educativo.
Programa divulgativo que ofrece un curso de inglés a distancia, creado por el Ministerio de Educación en colaboración con la BBC británica y Televisión Española. El curso permite obtener el Certificado del Ciclo Elemental de la Escuela Oficial de Idiomas.
Dir: Andrew Morgan.
";That's English;https://www.movistarplus.es/recorte/n/caratula4/MLA2P1956843;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T1956843;España;;;;Variety show
180;20220329070000 +0200;20220329073000 +0200;LA 2;"|2022| +TP ★★★★★ |España| Cultural/Educativo.
Después de Marx y Nietzsche, Freud es el tercer filósofo de la sospecha. Sospechó que la parte consciente y racional del ser humano escondía algo, lo que él llamó el inconsciente: un territorio psíquico oculto que escapa al control racional.
Dir: Oriol Jara.
";This is philosophy - Freud;https://www.movistarplus.es/recorte/n/caratula4/MLA2P2057110;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T2057110;España;;★★★★★;;Variety show
181;20220329073000 +0200;20220329075500 +0200;LA 2;"|2021| +TP |España| Cultural/Educativo.
Curso de ingles de Televisión Española para hisponoparlantes.
";Inglés Online;https://www.movistarplus.es/recorte/n/caratula4/MLA2P2059454;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T2059454;España;;;;Variety show
182;20220329075500 +0200;20220329085000 +0200;LA 2;"S1 E3 |2015| +TP ★★★☆☆ |R.U| Documentales, Naturaleza.
La Gran Barrera de Coral ha sido uno de los grandes supervivientes de la naturaleza, adaptándose a las amenazas de las formas más extraordinarias.
Dir: Michael Davis (XIX).
Pres: David Attenborough.
Act: David Attenborough.";La gran barrera de coral con David Attenborough - Supervivencia;https://www.movistarplus.es/recorte/n/caratula4/MLA2P1381224;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T1381224;R.U;S1 E3;★★★☆☆;;Naturaleza
183;20220329085000 +0200;20220329093000 +0200;LA 2;"|2021| +TP ★★★☆☆ Información, Sociedad.
Espacio informativo sobre el campo, la pesca y la ganadería de España. Esta producción refleja todas las noticias institucionales que surgen tanto en el ámbito nacional como en el internacional, especialmente de las que llegan de Bruselas.
";Agrosfera;https://www.movistarplus.es/recorte/n/caratula4/MLA2P1954304;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T1954304;;;★★★☆☆;;Sociedad
184;20220329093000 +0200;20220329095500 +0200;LA 2;"|2021| +TP |España| Cultural/Educativo.
Un espacio que resume la actualidad del mundo laboral, con información sobre su situación, sobre becas y cursos de formación. Todo apoyado con invitados especialistas. Además, el programa muestra ofertas de empleo a las que pueden acceder los televidentes.
Pres: María José Molina, Antolín Romero.
";Aquí hay trabajo;https://www.movistarplus.es/recorte/n/caratula4/MLA2P2059456;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T2059456;España;;;;Variety show
185;20220329095500 +0200;20220329105500 +0200;LA 2;"S30 E658 |2022| +TP |España| Cultural/Educativo.
Programa diario matinal destinado a la formación educativa y la divulgación mediante entrevistas y series documentales. Coproducido por RTVE y el Ministerio de Educación, se trata de uno de los espacios más veteranos de la cadena, con más de 21 años en antena.
Dir: Salvador Valdés.
";La aventura del saber;https://www.movistarplus.es/recorte/n/caratula4/MLA2P2059458;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T2059458;España;S30 E658;;;Variety show
186;20220329105500 +0200;20220329110000 +0200;LA 2;"|2019| ★★★☆☆ |España| Entretenimiento, Otros.
En este espacio de corta duración se ofrece un adelanto de los contenidos que se van a emitir en la cadena. También hay lugar para resúmenes y momentos destacados de programas ya emitidos.
";La 2 express;https://www.movistarplus.es/recorte/n/caratula4/MLA2P1895343;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T1895343;España;;★★★☆☆;;Variety show
187;20220329110000 +0200;20220329115500 +0200;LA 2;"|2020| +TP ★★★★★ |R.U| Documentales, Ciencia y tecnología.
La legendaria oceanógrafa Sylvia Earle y un elenco de científicos marinos cuentan el increíble trabajo que se está llevando a cabo en todo el planeta para proteger nuestros océanos. El documental nos muestra el trabajo de seis exploradores que han dedicado sus vidas a la conservación marina. A través de estas historias íntimas y apasionantes, aprenderemos que con pasión, curiosidad y esperanza podemos cambiarlo todo.
";Planeta perpetuo - Héroes de los océanos;https://www.movistarplus.es/recorte/n/caratula4/MLA2P1882769;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T1882769;R.U;;★★★★★;;Technology / Natural sciences
188;20220329115500 +0200;20220329122500 +0200;LA 2;"S1 E1 |2019| +TP ★★★☆☆ Documentales, Sociedad.
Un vistazo entre bastidores con Bill Bensley en Baan Botanica (Bangkok), su hogar y su increíble jardín tropical y también a su estudio, la antigua embajada de Irak, donde más de 100 diseñadores trabajan felizmente para hacer algunos de los mejores hoteles del mundo.
";Diseñando el paraíso - Bensley-Bangkok;https://www.movistarplus.es/recorte/n/caratula4/MLA2P2057578;https://www.movistarplus.es/recorte/n/detallegaleriah/MLA2T2057578;;S1 E1;★★★☆☆;;Sociedad
